18	7	0	557	2	b" To put it simply in layman terms, what are the possible threats from AI? Currently, there are no threat. The threat comes if humans create a so-called ultraintelligent machine, a machine that can surpass all intellectual activities by any human. This would be the last invention man would need to do, since this machine is better in inventing machines than humans are (since that is an intellectual activity). However, this could cause the machine to invent machines that can destruct humans, and we can't stop them because they are so much smarter than we are.This is all hypothetical, no one has even a clue of what an ultraintelligent machine looks like.  If we know that AI is so dangerous why are we still promoting it? Why is it not banned?As I said before, the existence of a ultraintelligent machine is hypothetical. Artificial Intelligence has lots of useful applications (more than this answer can contain), and if we develop it, we get even more useful applications. We just have to be careful that the machines won't overtake us. "	179	0	0	0
19	7	0	560	2	b'Because he did not yet know how far away current AI is... Working in an media AI lab, I get this question a lot. But really... we are still a long way from this. The robots still do everything we detailledly describe them to do. Instead of seeing the robot as intelligent, I would look to the human programmer for where the creativity really happens.'	64	0	0	0
20	6	1	669	2	b"It rather depends on how one defines several of the terms used. For example:Whether the term `expected' is interpreted in a formal (i.e.statistical) sense. Whether it's assumed that humans have any kind of utilitarian`performance measure'.The motivation for this description of `agent' arose from a desire to have a quantitative model - it's not clear that such a model is a good fit for human cognition.However, there are alternative definitions of agents, for example the BDI model which are rather more open-ended and hence more obviously applicable to humans."	87	0	0	0
21	-1	0	0	0	b"I'm worry that my network become too complex. I don't want to end up with half of the network does nothing, but just take space and resources.So, what are the techniques of detecting and preventing overfitting to avoid such problem?"	39	0	0	0
22	7	0	661	4	b'It\'s not just Hawking, you hear variations on this refrain from a lot of people. And given that they\'re mostly very smart, well educated, well informed people (Elon Musk is another, for example), it probably shouldn\'t be dismissed out of hand.Anyway, the basic idea seems to be this: If we create "real" artificial intelligence, at some point, it will be able to improve itself, which improves it\'s ability to improve itself, which means it can improve it\'s ability to improve itself even more, and so on... a runaway cascade leading to "superhuman intelligence". That is to say, leading to something that more intelligent than we area.So what happens if there is an entity on this planet which is literally more intelligent than us (humans)? Would it be a threat to us? Well, it certainly seems reasonable to speculate that it could be so. OTOH, we have no particular reason, right now, to think that it will be so. So it seems that Hawking, Musk, etc. are just coming down on the more cautious / fearful side of things. Since we don\'t know if a superhuman AI will be dangerous or not, and given that it could be unstoppable if it were to become malicious (remember, it\'s smarter than we are!), it\'s a reasonable thing to take under consideration.Eliezer Yudkowsky has also written quite a bit on this subject, including come up with the famous "AI Box" experiment. I think anybody interested in this topic should read some of his material.'	249	0	1	0
23	7	0	730	3	b'As Andrew Ng said, worrying about such threat from AI is like worrying about of overpopulation on Mars. It is science fiction. That being said, given the rise of (much weaker) robots and other (semi-)autonomous agents, the fields of the law and ethics are increasingly incorporating them, e.g. see Roboethics.'	49	0	1	0
24	7	0	759	2	b"He says this because it can happen. If something becomes smarter than us, why would it continue to serve us? The worst case scenario is that it takes over all manufacturing processes and consumes all matter to convert it into material capable of computation, extending outward infinitely until all matter is consumed.We know that AI is dangerous but it doesn't matter because most people don't believe in it. It goes against every comfort religion has to offer. Man is the end-all-be-all of the universe and if that fact is disputed, people will feel out of place and purposeless.The fact is most people just don't acknowledge it's possible, or that it will happen in our lifetimes, even though many reputable AI experts put the occurrence of the singularity within two decades. If people truly acknowledged that AI that was smarter than them was possible, wouldn't they be living differently? Wouldn't they be looking to do things that they enjoy, knowing that whatever it is they do that they dread will be automated? Wouldn't everyone be calling for a universal basic income?The other reason we don't ban it is because its promise is so great. One researcher could be augmented by 1,000 digital research assistants. All manual labor could be automated. For the first time, technology offers us real freedom to do whatever we please.But even in this best case scenario where it doesn't overtake us, humans still have to adapt and alter their economic system to one where labor isn't necessary. Otherwise, those who aren't technically-trained will starve and revolt."	258	0	0	0
25	7	0	784	3	b"There are a number of long resources to answer this sort of question: consider Stuart Armstrong's book Smarter Than Us, Nick Bostrom's book Superintelligence, which grew out of this edge.org answer, Tim Urban's explanation, or Michael Cohen's explanation.But here's my (somewhat shorter) answer: intelligence is all about decision-making, and we don't have any reason to believe that humans are anywhere near close to being the best possible at decision-making. Once we are able to build an AI AI researcher (that is, a computer that knows how to make computers better at thinking), the economic and military relevance of humans will rapidly disappear as any decision that could be made by a human could be made better by a computer. (Why have human generals instead of robot generals, human engineers instead of robot engineers, and so on.)This isn't necessarily a catastrophe. If the Vulcans showed up tomorrow and brought better decision-making to Earth, we could avoid a lot of misery. The hard part is making sure that what we get are Vulcans who want us around and happy, instead of something that doesn't share our values."	184	0	4	0
26	-1	0	0	13	b"I've seen emotional intelligence defined as the capacity to be aware of, control, and express one's emotions, and to handle interpersonal relationships judiciously and empathetically. What are some strategies for artificial intelligence to begin to tackle this problem and develop emotional intelligence for computers? Are there examples where this is already happening to a degree today? Wouldn't a computer that passes a Turing test necessarily express emotional intelligence or it would be seen as an obvious computer? Perhaps that is why early programs that pass the test represented young people, who presumably have lower emotional intelligence."	95	0	0	0
27	15	0	548	5	b'The problem of the Turing Test is that it tests the machines ability to resemble humans. Not necessarily every form of AI has to resemble humans. This makes the Turing Test less reliable. However, it is still useful since it is an actual test. It is also noteworthy that there is a prize for passing or coming closest to passing the Turing Test, the Loebner Prize.The intelligent agent definition of intelligence states that an agent is intelligent if it acts so to maximize the expected value of a performance measure based on past experience and knowledge. (paraphrased from Wikipedia). This definition is used more often and does not depend on the ability to resemble humans. However, it is harder to test this. '	122	0	1	0
28	-1	0	0	6	b'Since human intelligence presumably is a function of a natural genetic algorithm in nature, is using a genetic algorithm in a computer an example of artificial intelligence? If not, how do they differ? Or perhaps some are and some are not expressing artificial intelligence depending upon the scale of the algorithm and what it evolves into?'	55	0	0	0
31	10	0	972	4	b"It's analogous to analogue versus digital, or the many shades of gray in between black and white: when evaluating the truthiness of a result, in binary boolean it's either true or false (0 or 1), but when utilizing fuzzy logic, it's an estimated probability between 0 and 1 (such as 0.75 being mostly probably true). It's useful for making calculated decisions when all information needed isn't necessarily available.Wikipedia has a fantastic page for this."	73	0	0	0
32	10	1	1003	19	b"As complexity rises, precise statements lose meaning and meaningful statements lose precision. (Albert Einstein).Fuzzy logic deals with reasoning that is approximate rather than fixed and exact. This may make the reasoning more meaningful for a human:Fuzzy logic is an extension of Boolean logic by Lotfi Zadeh in 1965 based on themathematical theory of fuzzy sets, which is a generalization of the classical set theory.By introducing the notion of degree in the verification of a condition, thus enabling acondition to be in a state other than true or false, fuzzy logic provides a very valuableflexibility for reasoning, which makes it possible to take into account inaccuracies anduncertainties.One advantage of fuzzy logic in order to formalize human reasoning is that the rulesare set in natural language. For example, here are some rules of conduct that a driverfollows, assuming that he does not want to lose his driver\xe2\x80\x99s licence:Intuitively, it thus seems that the input variables like in this example are approximatelyappreciated by the brain, such as the degree of verification of a condition in fuzzylogic.I've written a short introduction to fuzzy logic that goes into a bit more details but should be very accessible."	191	0	0	0
33	17	0	679	2	b'The concept of "the singularity" is when machines outsmart the humans. Although Stephen Hawking opinion is that this situation is inevitable, but I think it\'ll be very difficult to reach that point, because every A.I. algorithm needs to be programmed by humans, therefore it would be always more limited than its creator.We would probably know that point, when humanity will lost control over Artificial Intelligence where super-smart AI would be in competition with humans and maybe creating more sophisticated intelligent beings, but currently it\'s more like science fiction (aka Terminator\'s Skynet).The risk could involve killing people (like self-flying war drones making their own decision), destroying countries or even the whole planet (like A.I. connected to the nuclear weapons (aka WarGames movie), but it doesn\'t prove the point that the machines would be smarter than humans.'	134	0	0	0
35	-1	0	0	23	b'These two terms seem to be related, especially in their application in computer science and software engineering. Is one a subset of another? Is one a tool used to build a system for the other? What are their differences and why are they significant?'	43	0	0	0
36	-1	0	0	16	b'What aspects of quantum computers, if any, can help to further develop Artificial Intelligence?'	13	0	0	0
37	-1	0	0	4	b'I believe a Markov chain is a sequence of events where each subsequent event depends probabilistically on the current event. What are examples of the application of a Markov chain and can it be used to create artificial intelligence? Would a genetic algorithm be an example of a Markov chain since each generation depends upon the state of the prior generation?'	60	0	0	0
38	28	0	322	2	b'This is kind of an opinion question, and it\'s probably more a question of philosophy than anything. But in terms of how things are commonly defined, I\'ll say "yes, genetic algorithms are part of AI". That is, if you pick up a comprehensive book on artificial intelligence, there will probably be a chapter on genetic algorithms" (or more broadly, "evolutionary algorithms"). One area that has been extensively studied in the past, is the idea of using genetic algorithms to train neural networks. I don\'t know if people are still actively researching this topic or not, but it at least illustrates that GA\'s are part of the overall rubric of AI in one regard.'	112	0	0	0
39	15	0	918	7	b"The rhetorical point of the Turing Test is that it places the 'test' for 'humanity' in observable outcomes, instead of in internal components. If you would behave the same in interacting with an AI as you would with a person, how could you know the difference between them?But that doesn't mean it's reliable, because intelligence has many different components and there are many sorts of intellectual tasks. The Turing Test, in some respects, is about the reaction of people to behavior, which is not at all reliable--remember that many people thought ELIZA, a very simple chatbot, was an excellent listener and got deeply emotionally involved very quickly. It calls to mind the Ikea commercial about throwing out a lamp, where the emotional attachment comes from the human viewer (and the music), rather than from the lamp.Turing tests for specific economic activities are much more practically interesting--if one can write an AI that replaces an Uber driver, for example, what that will imply is much clearer than if someone can create a conversational chatbot."	172	0	0	0
40	-1	0	0	5	b'What purpose does the "dropout" method serve and how does it improve the overall performance of the neural network?'	18	0	0	0
41	-1	0	0	4	b'Can an AI program have an IQ?In other words, can the IQ of an AI program be measured?Like how humans can do an IQ test.'	24	0	0	0
42	-1	0	0	4	b'Why anybody would want to use the "hidden layers"? How they enhance the learning ability of the network in comparison to the network which doesn\'t have them (linear models)?'	28	0	0	0
43	10	0	1325	10	b'Fuzzy logic is based on regular boolean logic. Boolean logic means you are working with truth values of either true or false (or 1 or 0 if you prefer). Fuzzy logic is the same apart from you can have truth values which are in-between true and false, that is to say you are working with any number between 0 (inclusive) and 1 (inclusive). The fact that you can have a \'partially true and partially false\' truth value is where the word "fuzzy" comes from. Natural languages often use fuzzy logic like "that balloon is red" meaning that balloon could be any colour which is similar enough to red, or "the shower is warm". Here is a rough diagram for how "the temperature of the shower is warm" could be represented in terms of fuzzy logic (the y axis being the truth value and the x axis being the temperature):Fuzzy logic can be applied to boolean operations such as and, or, and not. These would work like:You can then use the three "basic fuzzy logic operations" to build all other "fuzzy logic operations", just like you can use the three "basic boolean operations" to build all other "boolean logic operations".Sources:Fuzzy logic wikipedia, Boolean algebra wikipedia,Explanation of fuzzy logic on YoutubeNote: if anyone could suggest some more reliable sources in the comments, I will happily add them to the list (I understand that the current aren\'t too reliable).'	235	5	0	0
44	40	1	225	5	b"Dropout means that every individual data point is only used to fit a random subset of the neurons. This is done to make the neural network more like an ensemble model.That is, just as a random forest is averaging together the results of many individual decision trees, you can see a network network trained using dropout as averaging together the results of many individual neural networks (with 'results' understood to mean activations at every layer, rather than just the output layer)."	80	0	0	0
45	17	1	1151	9	b"The technological singularity is a theoretical point in time at which a self-improving artificial general intelligence becomes able to understand and manipulate concepts outside of the human brain's range, that is, the moment when it can understand things humans, by biological design, can't.The fuzziness about the singularity comes from the fact that, from the singularity onwards, history is effectively unpredictable. Humankind would be unable to predict any future events, or explain any present events, as science itself becomes incapable of describing machine-triggered events. Essentially, machines would think of us the same way we think of ants. Thus, we can make no predictions past the singularity. Furthermore, as a logical consequence, we'd be unable to define the point at which the singularity may occur at all, or even recognize it when it happens.However, in order for the singularity to take place, AGI needs to be developed, and whether that is possible is quite a hot debate right now. Moreover, an algorithm that creates superhuman intelligence out of bits and bytes would have to be designed. By definition, a human programmer wouldn't be able to do such a thing, as his/her brain would need to be able to comprehend concepts beyond its range. There is also the argument that an intelligence explosion (the mechanism by which a technological singularity would theoretically be formed) would be impossible due to the difficulty of the design challenge of making itself more intelligent, getting larger proportionally to its intelligence, and that the difficulty of the design itself may overtake the intelligence required to solve said challenge (last point credit to god of llamas in the comments).Also, there are related theories involving machines taking over humankind and all of that sci-fi narrative. However, that's unlikely to happen, if Asimov's laws are followed appropriately. Even if Asimov's laws were not enough, a series of constraints would still be necessary in order to avoid the misuse of AGI by misintentioned individuals, and Asimov's laws are the nearest we have to that."	331	0	1	0
46	-1	0	0	6	b'When did research into Artificial Intelligence first begin? Was it called Artificial Intelligence then or was there another name?'	18	0	0	0
47	28	0	704	2	b"The notion of genetics used in Genetic Algorithms (GAs) is a very stripped down version relative to genetics in nature, essentially consisting of a population of 'genes' (representing solutions to some predefined problem) subject to `survival of the fittest' during iterated application of recombination and mutation.Nowadays, the term 'Computational Intelligence' (CI) tends to be used to describe computational techniques intended to produce `the appearance of intelligence by any computational means', rather than specifically attempting to mimic the mechanisms that are believed to give rise to human (or animal) intelligence.That said, the distinction between CI and AI is not so hard and fast, and arguably arose during the `AI Winter' when the term AI was out of fashion."	116	0	0	0
48	42	0	384	2	b'Hidden layers by themselves aren\'t useful. If you had hidden layers that were linear, the end result would still be a linear function of the inputs, and so you could collapse an arbitrary number of linear layers down to a single layer.This is why we use nonlinear activation functions, like RELU. This allows us to add a level of nonlinear complexity with each hidden layer, and with arbitrarily many hidden layers we can construct arbitrarily complicated nonlinear functions.Because we can (at least in theory) capture any degree of complexity, we think of neural networks as "universal learners," in that a large enough network could mimic any function.'	106	0	0	0
49	35	0	659	5	b'Machine learning is a subset of artificial intelligence. Roughly speaking, it corresponds to its learning side. There is no "official" definitions, boundaries are a bit fuzzy.'	25	0	0	0
50	-1	0	0	0	b'How would you estimate the generalisation error? What are the methods of achieving this?'	13	0	0	0
51	42	1	453	3	b'"Hidden" layers really aren\'t all that special... a hidden layer is really no more than any layer that isn\'t input or output. So even a very simple 3 layer NN has 1 hidden layer. So I think the question isn\'t really "how do hidden layers help?" as much as "why are deeper networks better?". And the answer to that latter question is an area of active research. Even top experts like Geoffrey Hinton and Andrew Ng will freely admit that we don\'t really understand why deep neural networks work. That is, we don\'t understand them in complete detail anyway.That said, the theory, as I understand it goes something like this... successive layers of the network learn successively more sophisticated features, which build on the features from preceding layers. So, for example, an NN used for facial recognition might work like this: the first layer detects edges and nothing else. The next layer up recognizes geometric shapes (boxes, circles, etc). The next layer up recognizes primitive features of a face, like eyes, noses, jaw, etc. The next layer up then recognizes composites based on combinations of "eye" features, "nose" features, and so on. So, in theory, deeper networks (more hidden layers) are better in that they develop a more granular / detailed representation of "thing" being recognized. '	216	0	0	0
52	-1	0	0	2	b"I've implemented the reinforcement learning alogrithm for an agent to play snappy bird (a shameless cheap ripoff of flappy bird) utilizing a q-table for storing the history for future lookups. It works and eventually achieves perfect convergence after enough training.Is it possible to implement a neural network to do function approximation in order to accomplish the purpose of the q-table? Obviously storage is a concern with the q-table, but it doesn't seem to ever train with the neural net alone. Perhaps training the nnet on an existing q-table would work, but I would like to not use a q-table at all if possible."	102	0	0	0
53	35	0	877	16	b'Machine learning has been defined by many people in different ways. One definition says, that machine learning (ML) is the field of study that gives computers the ability to learn without being explicitly programmed.Given the above definition, we might say that machine learning is geared towards problems, for which we have (lots of) data (experience), from which a program can learn and can get better at a task.Artificial intelligence has many more aspects, where machines do not get better at tasks by learning from data, but may exhibit intelligence through rules (e.g. expert systems like Mycin), logic or algorithms, e.g. finding paths.The TOC of Artificial Intelligence: A Modern Approach shows more research fields of AI, like Constraint Satisfaction Problems, Probabilistic Reasoning or Philosophical Foundations.'	123	0	2	0
54	-1	0	0	3	b'I read that in the spring of 2016 a computer Go program was finally able to beat a professional human for the first time. Now that this milestone has been reached, does that represent a significant advance in artificial intelligence techniques or was it just a matter of even more processing power being applied to the problem? What are some of the methods used to program the successful Go playing program, and are those methods considered to be artificial intelligence?'	79	0	0	0
55	35	0	916	2	b' Machine learning is a science that involves development of self-learning algorithms. These algorithms are more generic in nature that it can be applied to various domain related problems.  Artificial Intelligence is a science to develop a system or software to mimic human to respond and behave in a circumference. As field with extremely broad scope, AI has defined its goal into multiple chunks. Later each chuck has become a separate field of study to solve its problem.Sakthi Dasan Sekar'	80	0	1	0
56	35	0	925	6	b"Many terms have 'mostly' the same meanings, and so the differences are just in emphasis, perspective, or historical descent. People disagree as to which label refers to the superset or the subset; there are people who will call AI a branch of ML and people who will call ML a branch of AI.I typically hear Machine Learning used as a form of 'applied statistics' where we specify a learning problem in enough detail that we can just feed training data into it and get a useful model out the other side.I typically hear Artificial Intelligence as a catch-all term to refer to any sort of intelligence embedded in the environment or in code. This is a very expansive definition, and others use narrower ones (such as focusing on artificial general intelligence, which is not domain-specific). (Taken to an extreme, my version includes thermostats.)This is also a good time to point out other StackExchange sites, Cross Validated and Data Science, which have quite a bit of overlap with this sit."	168	0	2	0
57	17	0	1775	2	b'The "singularity," viewed narrowly, refers to a point at which economic growth is so fast that we can\'t make useful predictions about what the future past that point will look like.It\'s often used interchangeably with "intelligence explosion," which is when we get so-called Strong AI, which is AI that is intelligent enough to understand and improve itself. It seems reasonable to expect that the intelligence explosion would immediately lead to an economic singularity, but the reverse is not necessarily true.'	79	0	0	0
58	-1	0	0	5	b'Who first coined the term Artificial Intelligence, is there a published research paper which is the first to use that term?'	20	0	0	0
59	46	0	711	0	b' The creator of Artificial Intelligence studies begins with the work of pioneer computer scientist Alan Turing (1912-1954) who in the 1930\'s evolved a concept of a "Turing Machine."eNotes In layman\'s terms, it began in the 1930s, and they were most likely called "Machines" not AI.'	45	0	1	0
60	-1	0	0	5	b'I have a background in Computer Engineering and have been working on developing better algorithms to mimic human thought. (One of my favorites is Analogical Modeling as applied to language processing and decision making.) However, the more I research, the more I realize just how complicated AI is.I have tried to tackle many problems in this field, but sometimes I find that I am reinventing the wheel or am trying to solve a problem that has already been proven to be unsolvable (ie. the halting problem). So, to help in furthering AI, I want to better understand the current obstacles that are hindering our progress in this field.For example, time and space complexity of some machine learning algorithms is super-polynomial which means that even with fast computers, it can take a while for the program to complete. Even still, some algorithms may be fast on a desktop or other computer while dealing with a small data set, but when increasing the size of the data, the algorithm becomes intractable.What are other issues currently facing AI development?'	175	0	0	0
61	36	0	1323	2	b"Quantum computers can help further develop A.I. algorithms and solve the problems to the extent of our creativity and ability to define the problem. For example breaking cryptography can take seconds, where it can takes thousands of years for standard computers. The same with artificial intelligence, it can predict all the combinations for the given problem defined by algorithm. This is due to superposition of multiple states of quantum bits.Currently, quantum computers are still in the early stages of development and can perform complex calculation. There are already technologies like D-Wave systems which are used by Google and NASA for complex data analysis, using Multi-Qubit type quantum computers for solving NSE fluid dynamics problems of interest or global surveillance for military purposes, and many more which we're not aware.Currently there are only a few quantum computers available to the public, like IBM Quantum Experience (the world\xe2\x80\x99s first quantum computing platform delivered via the IBM Cloud), but it's programming on quantum logic gates levels, so we're many years behind creating artificial intelligence available to public. There are some quantum computing languages such as QCL, Q or Quipper, but I'm not aware any libraries which can provide artificial intelligence frameworks. It doesn't mean it's not there, and I'm sure huge companies and governments organisations are using it for their agenda to outcome the competition (like financial market analysis, etc.)."	226	0	1	0
62	28	0	1587	2	b"Human intelligence is not an example of natural genetic algorithms.Genetic algorithms have collections of solutions that are collided with each other to make new solutions, eventually returning the best solution. Human intelligence is a network of neurons doing information processing, and almost all of it doesn't behave the same way.But that something doesn't behave in the same way that human intelligence does doesn't mean that it's not an AI algorithm; I would include 'genetic algorithms' as a numerical optimization technique, and since optimization and intelligence are deeply linked any numerical optimization technique could be seen as an AI technique."	98	0	0	0
63	-1	0	0	6	b"I've read that the most of the problems can be solved with 1-2 hidden layers.How do you know you need more than 2? For what kind of problems you would need them (as example)?"	33	0	0	0
64	-1	0	0	2	b"What were the first areas of research into Artificial Intelligence and what were some early successes? More recently we've had:Beating a human at the game of chessConvincing a human that a person was conversing with them (passing the Turing test)Beating a human at Jeopardy game showBeating a human at the game of go.Were there milestones that were considered major in the field before the 1990s?"	64	0	0	0
65	41	1	1314	7	b"Short answer: No.Longer answer: It depends on what IQ exactly is, and when the question is asked compared to ongoing development. The topic you're referring to is actually more commonly described as AGI, or Artificial General Intelligence, as opposed to AI, which could be any narrow problem solving capability represented in software/hardware.Intelligence quotient is a rough estimate of how well humans are able to generally answer questions they have not previously encountered, but as a predictor it is somewhat flawed, and has many criticisms and detractors.Currently (2016), no known programs have the ability to generalize, or apply learning from one domain to solving problems in an arbitrarily different domain through an abstract understanding. (However there are programs which can effectively analyze, or break down some information domains into simpler representations.) This seems likely to change as time goes on and both hardware and software techniques are developed toward this goal. Experts widely disagree as to the likely timing and approach of these developments, as well as to the most probable outcomes.It's also worth noting that there seems to be a large deficit of understanding as to what exactly consciousness is, and disagreement over whether there is ever likely to be anything in the field of artificial intelligence that compares to it."	210	0	0	0
66	58	0	364	5	b'John McCarthy (1927 - 2011) was an American computer scientist. A pioneer in the foundations of artificial intelligence research, he coined the term "artificial intelligence". He was one of the creators of the (original) Lisp programming language, which was quite involved in early AI research in the 1960\'s and 1970\'s.He coined the term in 1955, and organized the first Artificial Intelligence conference in 1956, while working as a math teacher at Dartmouth. He founded the AI labs at MIT and Stanford.He\'s responsible for developing several other important concepts in today\'s mainstream computer science. Namely, he developed garbage collection (used by a Lisp interpreter) and designed the first time-sharing systems.On a side note, McCarthy predicted that creating a truly intelligent machine would require "1.8 Einsteins and one-tenth the resources of the Manhattan Project."'	131	0	0	0
67	-1	0	0	1	b'Why somebody would use SAT solvers (Boolean satisfiability problem) to solve their real world problems?Are there any examples of the real uses of this model?'	24	0	0	0
68	-1	0	0	4	b'What designs for genetic algorithms are there, if they are classified differently and/or have different names, that leverage models for epigenetics in evolution? What are the pros/cons of the designs? Are there vast insufficiencies or wide-open questions about their usefulness? '	40	0	0	0
69	54	0	825	5	b'It doesn\'t make much sense to have a single threshold with "unintelligent" below it and "intelligent" above it.I think it makes more sense to have a gradation of intelligence by cognitive task. Inverting a matrix is a \'cognitive task,\' and one where working memory pays off immensely; computers have been much better at that cognitive task than humans for a long time.What the AlphaGo victory represents has several components. One is that we have algorithms that are competitive with the best board-game playing humans at doing tactical and strategic thinking in the well-described world of Go. Another is that the deeper structure of the human visual system seems to have been duplicated, and so we have algorithms that can recognize patterns as well as humans--with very limited resolution. (AlphaGo is seeing one pixel per stone, whereas we have very, very high-resolution eyes and the visual cortex to match.)Different people have different intuitions, but it seems to me that visual intelligence is a huge component of human intelligence in general. If we know most of the secrets of human visual intelligence, that means there might be many tasks that computers could now perform as well as humans (if provided the correct training data).'	201	0	0	0
70	-1	0	0	10	b"Can a Convolutional Neural Network be used for pattern recognition in a problem domain where there are no pre-existing images, say by representing abstract data graphically? Would that always be less efficient?This developer says current development could go further but not if there's a limit outside image recognition. "	48	0	0	0
71	46	0	1473	6	b"The earliest research into thinking machines was inspired by a confluence of ideas that became prevalent in the late 30s, 40s and early 50s (e.g. formal logic, automata, robots). Although the Turing test was proposed in 1950s by Alan Turing, the work culminated back in the 1940s in the invention of the programmable digital computers, an abstract essence of mathematical reasoning. These ideas were inspired by a handful of scientists from a variety of fields who began seriously considering the possibility of building an electronic brain. The field of artificial intelligence research was founded as an academic discipline in 1956.However the concept of artificial beings is not new and it's as old as Greek myths of Hephaestus and Pygmalion which incorporated the idea of intelligent robots (such as Talos) and artificial beings (such as Galatea and Pandora).See the following articles at Wikipedia for further details:Artificial intelligence (AI) History of artificial intelligenceTimeline of artificial intelligence"	153	0	0	0
