"apple","negative","126357227727626240"
"apple","negative","126354628999778305"
"apple","negative","126351972948393984"
"apple","negative","126348169826148352"
"apple","negative","126344426854416385"
"apple","negative","126343931117047808"
"apple","negative","126343679785959424"
"apple","negative","126343214805426176"
"apple","negative","126334597431697408"
"apple","negative","126334188583530496"
"apple","negative","126331480233353216"
"apple","negative","126331327271284736"
"apple","negative","126328782700285952"
"apple","negative","126327808803880960"
"apple","negative","126325125749542913"
"apple","negative","126324573384871936"
"apple","negative","126324389741473792"
"apple","negative","126324077513293824"
"apple","negative","126321169468100609"
"apple","negative","126320033369563138"
"apple","negative","126312535203921920"
"apple","neutral","126056940060155904"
"apple","neutral","126055880394420224"
"apple","neutral","126054998080622593"
"apple","neutral","126054725727698944"
"apple","neutral","126054145617694720"
"apple","neutral","126052649475915776"
"apple","neutral","126051375422504961"
"apple","neutral","126049560878526464"
"apple","neutral","126044185815040000"
"apple","neutral","126044055644807169"
"apple","neutral","126043954641780736"
"apple","neutral","126042506717704192"
"apple","neutral","126041773356232704"
"apple","neutral","126041570876203009"
"apple","neutral","126040050441011200"
"apple","neutral","126039521853845504"
"apple","neutral","126039090578735104"
"apple","neutral","126031463647944704"
"apple","neutral","126030091892432896"
"apple","neutral","126029114850295809"
"apple","neutral","126022527578406912"
"apple","neutral","126021436149211136"
"apple","neutral","126019432194650113"
"apple","neutral","126018538531061760"
"apple","neutral","126017685246050304"
"apple","neutral","126017643747606528"
"apple","neutral","126016494701256704"
"apple","neutral","126016405085757440"
"apple","neutral","126014643826208768"
"apple","neutral","126014277814468608"
"apple","neutral","126014214467895297"
"apple","neutral","126014102379302912"
"apple","neutral","126013626426466304"
"apple","neutral","126012833128390656"
"apple","neutral","126012515019784192"
"apple","neutral","126012034545496065"
"apple","neutral","126012004312956928"
"apple","neutral","126011120694726656"
"apple","neutral","126010471202566144"
"apple","neutral","126009386022879232"
"apple","neutral","126008776322064384"
"apple","neutral","126007705600135168"
"apple","neutral","126006669535744000"
"apple","neutral","126006572420833282"
"apple","neutral","126006349959135232"
"apple","neutral","126004552557273088"
"apple","neutral","126003746135224320"
"apple","neutral","126003567315255296"
"apple","neutral","126001989309054976"
"apple","neutral","126001758853009409"
